customer_id,customer_name,gender,birth_year,city,province,join_date,membership
C25476,Vina Rahayu,Pria,1976,Jakarta Timur,DKI Jakarta,2024-04-09,
C25477,Nurul Kusuma,Pria,1985,Malang,Jawa Timur,2023-01-02,Basic
C25478,Yoga Saputra,Pria,1977,Malang,Jawa Timur,2023-08-24,Gold
C25479,Reza Setiawan,Pria,1992,Semarang,Jawa Tengah,2023-05-25,Silver
C25480,Sari Pratama,Pria,1975,Balikpapan,Kalimantan Timur,2023-12-05,Basic
C25481,Fajar Ramadhan,Pria,1972,Bekasi,Jawa Barat,2023-07-02,Basic
C25482,Wahyu Pratama,,1988,Jakarta Timur,DKI Jakarta,2022-12-14,Basic
C25483,Dimas Nugroho,Pria,1999,Bogor,Jawa Barat,2022-06-11,Basic
C25484,Wahyu Anggraini,Wanita,1975,Tangsel,Banten,2022-08-26,Silver
C25485,Fitri Permana,Wanita,1998,bandung,Jawa Barat,2024-02-21,Basic
C25486,Fajar Ramadhan,Pria,2003,jakarta barat,DKI Jakarta,2022-04-02,Silver
C25487,Nurul Setiawan,Wanita,1987,Tangerang Selatan,Banten,2023-09-12,Silver
C25488,Nurul Rahayu,Wanita,1986,Malang,Jawa Timur,2022-05-29,Basic
C25489,Dimas Santoso,Wanita,1998,Jakarta Barat,DKI Jakarta,2023-05-04,Silver
C25490,Budi Anggraini,Pria,1991,Surabaya ,Jawa Timur,2024-07-05,Basic
C25491,Ayu Wijaya,Pria,1990,Denpasar,Bali,2023-01-12,Silver
C25492,Nadia Permana,Wanita,1994,tangerang selatan,Banten,2023-08-24,Basic
C25493,Maya Nugroho,Pria,1989,Tangerang,Banten,2022-04-16,Silver
C25494,Andi Halim,Wanita,1992,Jakarta Selatan,DKI Jakarta,2023-06-07,Gold
C25495,Yoga Permana,Wanita,1998,Denpasar,Bali,2022-04-11,Basic
C25496,Andi Anggraini,Pria,1983,Semarang,Jawa Tengah,2023-10-21,Basic
C25497,Yoga Santoso,Wanita,1986,Jakarta Selatan,DKI Jakarta,2024-05-21,Silver
C25498,Putri Firmansyah,Pria,1984,Jakarta Selatan,DKI Jakarta,2023-08-16,Basic
C25499,Galih Hidayat,Wanita,2003,Semarang,Jawa Tengah,2024-05-01,Silver
C25500,Anisa Ramadhan,Wanita,1987,Bekasi,Jawa Barat,2022-05-15,Basic
C25501,Ayu Rahayu,Pria,1998,Jakarta Timur,DKI Jakarta,2023-10-06,Basic
C25502,Lestari Wijaya,Pria,1982,Tangerang,Banten,2024-01-20,Basic
C25503,Dimas Hidayat,Wanita,2001,Surabaya,Jawa Timur,2023-11-17,Gold
C25504,Hendra Setiawan,Pria,1979,Jakarta Selatan,DKI Jakarta,2024-01-20,Basic
C25505,Dewi Pratama,Pria,1993,Malang,Jawa Timur,2023-06-17,Silver
C25506,Teguh Ramadhan,Wanita,1971,surabaya,Jawa Timur,2024-09-20,Gold
C25507,Maya Santoso,Pria,1998,TANGSEL,Banten,2024-04-15,Gold
C25508,Fajar Permana,Wanita,1994,Jakarta Barat,DKI Jakarta,2023-03-07,Basic
C25509,Siti Saputra,Wanita,1981,TANGSEL,Banten,2024-06-16,Basic
C25510,Rani Rahayu,Pria,1975,Jakarta Timur,DKI Jakarta,2024-05-21,Basic
C25511,Maya Rahayu,Pria,1983,Depok,Jawa Barat,2023-07-05,Basic
C25512,Rizky Saputra,Wanita,2002,Balikpapan,Kalimantan Timur,2023-03-01,Basic
C25513,Galih Santoso,Pria,1992,Depok,Jawa Barat,2022-03-01,Basic
C25514,Rani Pratama,Wanita,1996,Bandung,Jawa Barat,2022-10-18,Silver
C25515,Putri Halim,Wanita,2002,Jakarta Selatan,DKI Jakarta,2023-06-05,Basic
C25516,Galih Pratama,Pria,1972,Makassar,Sulawesi Selatan,2024-06-04,Basic
C25517,Galih Nugroho,Wanita,1996,Bekasi,Jawa Barat,2022-07-26,Basic
C25518,Dimas Saputra,Wanita,1981,Tangsel,Banten,2022-10-11,Silver
C25519,Fajar Permana,Pria,1974,Tangerang Selatan,Banten,2023-03-14,Basic
C25520,Fajar Pratama,Pria,1999,Medan,Sumatera Utara,2024-03-21,Silver
C25521,Putri Saputra,Wanita,1974,Surabaya,Jawa Timur,2023-12-08,Gold
C25522,Arif Kusuma,Wanita,1993,Malang,Jawa Timur,2024-03-11,Basic
C25523,Teguh Pratama,Wanita,1998,Jakarta Barat,DKI Jakarta,2023-12-08,Silver
C25524,Reza Ramadhan,,1993,Semarang,Jawa Tengah,2022-03-22,Basic
C25525,Siti Pratama,Wanita,1979,Depok,Jawa Barat,2023-07-15,Basic
C25526,Arif Anggraini,Pria,1993,Balikpapan,Kalimantan Timur,2024-03-24,Silver
C25527,Maya Wijaya,Pria,1975,DIY,DI Yogyakarta,2024-03-14,Basic
C25528,Sari Setiawan,Wanita,1988,Jakarta Selatan,DKI Jakarta,2023-08-07,Silver
C25529,Maya Ramadhan,Pria,1972,tangerang selatan,Banten,2023-02-01,Silver
C25530,Nurul Pratama,Wanita,2000,Malang,Jawa Timur,2024-04-06,Basic
C25531,Intan Setiawan,Pria,1996,Jakarta Timur,DKI Jakarta,2023-02-05,Basic
C25532,Dimas Halim,Pria,1981,Tangerang,Banten,2023-01-09,Basic
C25533,Hendra Pratama,Wanita,1991,Balikpapan,Kalimantan Timur,2022-05-21,Basic
C25534,Budi Anggraini,Wanita,1986,Jaktim,DKI Jakarta,2022-05-06,Silver
C25535,Teguh Saputra,Pria,2000,Surabaya,Jawa Timur,2023-01-18,Silver
C25536,Budi Setiawan,Pria,1998,Balikpapan,Kalimantan Timur,2023-12-06,Silver
C25537,Putri Wijaya,Pria,2002,Surabaya ,Jawa Timur,2023-04-04,Basic
C25538,Dimas Hidayat,Pria,1994,Jakarta Barat,DKI Jakarta,2024-05-16,Basic
C25539,Budi Anggraini,Pria,1986,Bogor,Jawa Barat,2023-02-26,Silver
C25540,Dimas Santoso,Wanita,1990,Malang,Jawa Timur,2023-04-29,Silver
C25541,Agus Firmansyah,Pria,2003,Denpasar,Bali,2022-06-15,Basic
C25542,Fajar Hidayat,Pria,1976,Jakarta Barat,DKI Jakarta,2022-11-18,Gold
C25543,Fajar Wijaya,Pria,1973,Bogor,Jawa Barat,2023-12-06,
C25544,Yoga Hidayat,Pria,1991,Bekasi,Jawa Barat,2022-09-10,Silver
C25545,Fitri Utami,Wanita,1991,Makassar,Sulawesi Selatan,2022-08-22,Basic
C25546,Lestari Firmansyah,Wanita,1983,Jakarta Timur,DKI Jakarta,2024-01-22,Basic
C25547,Budi Permana,Pria,1977,Yogyakarta,DI Yogyakarta,2022-11-14,Basic
C25548,Lestari Ramadhan,Pria,1975,Jakarta Timur,DKI Jakarta,2024-06-13,Basic
C25549,Nurul Utami,,1989,Jakarta selatan,DKI Jakarta,2022-03-06,Silver
C25550,Nurul Hidayat,Pria,1987,Jakarta Selatan,DKI Jakarta,2022-06-16,Basic
C25551,Yoga Rahayu,Wanita,1972,Medan,Sumatera Utara,2022-02-10,Basic
C25552,Teguh Rahayu,Wanita,1984,Jakarta Barat,DKI Jakarta,2022-08-25,Silver
C25553,Anisa Santoso,Wanita,1998,Jakarta Timur,DKI Jakarta,2022-11-13,Silver
C25554,Putri Ramadhan,,1981,Denpasar,Bali,2023-11-10,Basic
C25555,Dimas Nugroho,Wanita,1990,Medan,Sumatera Utara,2022-09-12,Basic
C25556,Arif Pratama,Pria,2001,Balikpapan,Kalimantan Timur,2023-01-08,Silver
C25557,Teguh Santoso,Wanita,1970,Surabaya ,Jawa Timur,2022-04-13,Basic
C25558,Hendra Halim,Pria,2003,Tangerang Selatan,Banten,2022-12-06,Silver
C25559,Fitri Saputra,Wanita,1981,Semarang,Jawa Tengah,2023-04-19,Silver
C25560,Teguh Santoso,Pria,1981,Medan,Sumatera Utara,2024-02-28,Basic
C25561,Rizky Anggraini,Wanita,1988,JAKARTA SELATAN,DKI Jakarta,2022-10-23,Silver
C25562,Lestari Rahayu,Pria,1980,Palembang,Sumatera Selatan,2023-11-18,Basic
C25563,Reza Wijaya,Wanita,1990,Tangerang,Banten,2022-01-02,Silver
C25564,Galih Santoso,Pria,1991,Semarang,Jawa Tengah,2022-06-10,Silver
C25565,Bayu Wijaya,Pria,1992,Surabaya,Jawa Timur,2024-08-13,Basic
C25566,Rizky Wijaya,Wanita,1971,Bekasi,Jawa Barat,2024-05-01,Silver
C25567,Ayu Wijaya,Pria,1975,Bekasi,Jawa Barat,2023-01-01,Silver
C25568,Rani Wijaya,Pria,1974,Surabaya,Jawa Timur,2022-06-18,Basic
C25569,Sari Firmansyah,Wanita,2003,Semarang,Jawa Tengah,2023-06-19,Basic
C25570,Dewi Rahayu,Wanita,2000,Jakarta Barat,DKI Jakarta,2024-03-13,Gold
C25571,Siti Santoso,Pria,2001,Malang,Jawa Timur,2023-09-19,Basic
C25572,Dewi Santoso,Wanita,1971,TANGSEL,Banten,2023-01-01,Basic
C25573,Hendra Setiawan,Pria,2003,Depok,Jawa Barat,2024-08-27,Basic
C25574,Ayu Rahayu,Pria,1979,TANGSEL,Banten,2024-03-02,
C25575,Iqbal Pratama,Pria,1973,Surabaya ,Jawa Timur,2023-07-04,Basic
C25576,Arif Santoso,Wanita,2002,Bekasi,Jawa Barat,2022-02-19,Silver
C25577,Andi Ramadhan,Wanita,1980,Tangerang Selatan,Banten,2023-07-15,Basic
C25578,Ayu Firmansyah,Pria,1991,Surabaya,Jawa Timur,2022-01-30,Basic
C25579,Maya Ramadhan,Pria,1993,tangerang selatan,Banten,2023-07-27,Basic
C25580,Reza Ramadhan,Pria,1971,Tangerang,Banten,2023-05-17,Basic
C25581,Iqbal Pratama,Wanita,1996,Bekasi,Jawa Barat,2024-07-08,Basic
C25582,Sari Anggraini,Pria,1991,Jakbar,DKI Jakarta,2022-09-12,
C25583,Anisa Firmansyah,Wanita,2000,Jakarta Selatan,DKI Jakarta,2023-05-15,Silver
C25584,Rani Anggraini,Wanita,1981,Palembang,Sumatera Selatan,2024-01-02,Basic
C25585,Teguh Saputra,Wanita,1996,Malang,Jawa Timur,2023-05-28,Basic
C25586,Sari Anggraini,Wanita,1980,Depok,Jawa Barat,2022-04-27,Gold
C25587,Siti Pratama,Pria,1985,Denpasar,Bali,2024-04-20,Silver
C25588,Hendra Ramadhan,Pria,1995,Balikpapan,Kalimantan Timur,2023-12-09,Gold
C25589,Dimas Nugroho,Pria,1979,Palembang,Sumatera Selatan,2022-07-23,Basic
C25590,Yoga Setiawan,Wanita,1985,Bandung,Jawa Barat,2022-08-27,Basic
C25591,Citra Utami,Wanita,1998,Jakarta Barat,DKI Jakarta,2023-11-24,Gold
C25592,Bayu Kusuma,Pria,1971,jakarta timur,DKI Jakarta,2024-02-17,Basic
C25593,Hendra Nugroho,Pria,1998,Bogor,Jawa Barat,2023-08-14,Gold
C25594,Agus Rahayu,Pria,2001, Bandung,Jawa Barat,2022-09-02,
C25595,Budi Pratama,Pria,1979,Surabaya,Jawa Timur,2023-02-02,Gold
C25596,Arif Permana,Wanita,1994,Tangerang,Banten,2024-04-05,Basic
C25597,Arif Setiawan,Wanita,2003,Jakarta Selatan,DKI Jakarta,2023-01-31,Gold
C25598,Intan Anggraini,Wanita,2001,Bogor,Jawa Barat,2024-08-03,Basic
C25599,Citra Ramadhan,,2002,jakarta timur,DKI Jakarta,2024-04-08,Basic
C25600,Agus Nugroho,Wanita,1994,Bekasi,Jawa Barat,2024-01-31,Basic
C25601,Intan Permana,Wanita,1972,Depok,Jawa Barat,2024-06-29,Gold
C25602,Andi Saputra,Pria,1992,jakarta timur,DKI Jakarta,2022-02-02,Basic
C25603,Fitri Wijaya,Pria,1983,tangerang selatan,Banten,2023-05-20,Basic
C25604,Putri Permana,Pria,1997,Jakarta Barat,DKI Jakarta,2024-03-20,Basic
C25605,Rizky Anggraini,,1977,Jakarta Selatan,DKI Jakarta,2022-01-18,Basic
C25606,Putri Wijaya,Wanita,1993,SBY,Jawa Timur,2023-02-23,Silver
C25607,Dewi Permana,Wanita,1989,Bekasi,Jawa Barat,2022-11-12,Silver
C25608,Fajar Saputra,Wanita,1984,Medan,Sumatera Utara,2024-09-20,Basic
C25609,Andi Kusuma,Pria,1987,Jakarta Selatan,DKI Jakarta,2022-06-05,Silver
C25610,Intan Ramadhan,Wanita,1974,Palembang,Sumatera Selatan,2024-09-02,
C25611,Fajar Pratama,Wanita,1971,Tangerang,Banten,2022-10-05,Basic
C25612,Teguh Setiawan,Wanita,1977,Depok,Jawa Barat,2023-10-17,Basic
C25613,Fajar Wijaya,Wanita,1999,Depok,Jawa Barat,2022-10-08,Basic
C25614,Nurul Halim,Wanita,1977,Jaktim,DKI Jakarta,2022-09-09,Basic
C25615,Ayu Utami,Pria,1986,Bekasi,Jawa Barat,2024-08-04,Basic
C25616,Anisa Kusuma,Wanita,1995,Medan,Sumatera Utara,2024-04-29,Basic
C25617,Dimas Utami,Wanita,1975,Jakarta Selatan,DKI Jakarta,2022-09-30,Basic
C25618,Nurul Permana,Wanita,1982,Bogor,Jawa Barat,2022-02-26,Silver
C25619,Rizky Utami,Pria,1997,Yogyakarta,DI Yogyakarta,2023-03-02,Basic
C25620,Yoga Kusuma,Wanita,1989,Denpasar,Bali,2022-05-03,Silver
C25621,Lestari Firmansyah,Wanita,1974,Jakarta Selatan,DKI Jakarta,2022-02-26,Basic
C25622,Vina Ramadhan,Wanita,1983,Bogor,Jawa Barat,2022-06-24,Gold
C25623,Rizky Permana,Wanita,1977,TANGSEL,Banten,2023-06-30,Silver
C25624,Teguh Kusuma,Pria,1997,Jakarta Timur,DKI Jakarta,2022-02-22,Basic
C25625,Rizky Nugroho,Wanita,1973,Depok,Jawa Barat,2024-05-31,Basic
C25626,Rani Santoso,Pria,1990,jakarta barat,DKI Jakarta,2024-07-21,Basic
C25627,Citra Saputra,Wanita,1970,Palembang,Sumatera Selatan,2023-08-07,Basic
C25628,Andi Permana,Pria,2002,Denpasar,Bali,2023-06-27,Basic
C25629,Rani Pratama,Wanita,1985,Balikpapan,Kalimantan Timur,2024-08-05,Basic
C25630,Teguh Utami,Wanita,2002,Yogyakarta,DI Yogyakarta,2023-12-27,Basic
C25631,Rizky Wijaya,Pria,1993,Yogyakarta,DI Yogyakarta,2023-06-18,Basic
C25632,Ayu Setiawan,Pria,1988,Jakarta Selatan,DKI Jakarta,2024-05-20,Basic
C25633,Vina Ramadhan,Pria,1976,Surabaya,Jawa Timur,2022-02-27,Silver
C25634,Sari Saputra,Pria,1979,JAKARTA SELATAN,DKI Jakarta,2022-12-24,Basic
C25635,Dimas Utami,Wanita,1994,SBY,Jawa Timur,2023-10-08,Gold
C25636,Iqbal Utami,Wanita,1995,Palembang,Sumatera Selatan,2024-03-01,Gold
C25637,Rizky Anggraini,Wanita,1987,Balikpapan,Kalimantan Timur,2022-11-02,Gold
C25638,Nadia Ramadhan,Pria,2001,Medan,Sumatera Utara,2023-09-22,Basic
C25639,Dimas Nugroho,Pria,1991,Bandung,Jawa Barat,2023-08-18,Silver
C25640,Fitri Permana,Wanita,1971,Makassar,Sulawesi Selatan,2024-01-11,Silver
C25641,Putri Halim,Pria,2000,Denpasar,Bali,2023-03-30,
C25642,Arif Hidayat,Pria,2003,Jakarta Selatan,DKI Jakarta,2023-04-01,
C25643,Intan Ramadhan,,2001,Tangerang,Banten,2024-04-27,Basic
C25644,Ayu Halim,Pria,2000,Tangerang Selatan,Banten,2022-11-09,Basic
C25645,Rizky Halim,Pria,1996,Jakarta Selatan,DKI Jakarta,2024-04-08,Basic
C25646,Dimas Halim,Wanita,2001,Denpasar,Bali,2024-04-20,Basic
C25647,Nurul Halim,Pria,1992,Bekasi,Jawa Barat,2023-09-28,
C25648,Wahyu Santoso,Wanita,1971,Bekasi,Jawa Barat,2022-05-10,Silver
C25649,Ayu Rahayu,Wanita,1998,Semarang,Jawa Tengah,2024-07-08,Basic
C25650,Nurul Halim,Wanita,1973,Jakarta Selatan,DKI Jakarta,2023-02-19,Silver
C25651,Bayu Anggraini,Pria,1999,Depok,Jawa Barat,2022-02-14,Silver
C25652,Bayu Utami,,1994,Bekasi,Jawa Barat,2022-04-25,Silver
C25653,Anisa Santoso,Wanita,1971,jakarta selatan,DKI Jakarta,2022-07-20,Silver
C25654,Budi Setiawan,Pria,1985,Bekasi,Jawa Barat,2024-05-27,Basic
C25655,Galih Kusuma,Wanita,1990,Depok,Jawa Barat,2024-08-01,Silver
C25656,Dewi Halim,Wanita,2001,Bandung,Jawa Barat,2024-04-09,Silver
C25657,Fajar Halim,Wanita,1989,Depok,Jawa Barat,2024-01-29,Basic
C25658,Vina Utami,Wanita,2001,Bogor,Jawa Barat,2022-12-03,Basic
C25659,Dimas Ramadhan,Pria,1977,Semarang,Jawa Tengah,2022-01-07,Gold
C25660,Rizky Pratama,Wanita,1999,Bekasi,Jawa Barat,2022-09-27,Basic
C25661,Anisa Saputra,Wanita,1974,Bandung,Jawa Barat,2022-08-06,Gold
C25662,Dewi Kusuma,,1982,JAKARTA SELATAN,DKI Jakarta,2024-02-01,Silver
C25663,Maya Nugroho,Pria,2001,Bogor,Jawa Barat,2022-04-19,Gold
C25664,Rani Ramadhan,Pria,1983,Depok,Jawa Barat,2023-10-07,Silver
C25665,Rizky Ramadhan,Pria,1988,Yogyakarta,DI Yogyakarta,2022-12-24,Basic
C25666,Ayu Saputra,Pria,1979,Tangerang,Banten,2024-07-25,Basic
C25667,Nadia Firmansyah,Wanita,1972,Malang,Jawa Timur,2024-02-04,Basic
C25668,Sari Permana,Pria,1977,Jaktim,DKI Jakarta,2022-01-13,Basic
C25669,Arif Santoso,Wanita,1977,Tangerang,Banten,2023-02-24,Basic
C25670,Rizky Firmansyah,Pria,1975,Denpasar,Bali,2024-04-30,Gold
C25671,Maya Anggraini,Pria,1989,Surabaya,Jawa Timur,2023-06-01,Basic
C25672,Rizky Kusuma,Pria,2000,Bandung,Jawa Barat,2024-08-02,Gold
C25673,Sari Utami,Wanita,1970,Bandung,Jawa Barat,2023-12-09,Basic
C25674,Lestari Ramadhan,Pria,1993,Depok,Jawa Barat,2023-05-23,Basic
C25675,Vina Utami,Wanita,1970,tangerang selatan,Banten,2022-09-21,Basic
C25676,Intan Utami,Wanita,1991,Depok,Jawa Barat,2023-04-25,Silver
C25677,Andi Anggraini,Pria,1983,Surabaya,Jawa Timur,2022-03-22,Basic
C25678,Rizky Firmansyah,Pria,1995,Surabaya,Jawa Timur,2022-09-01,Basic
C25679,Galih Firmansyah,Wanita,2001,Depok,Jawa Barat,2023-08-22,Basic
C25680,Fitri Hidayat,Pria,1996,Bogor,Jawa Barat,2022-10-09,Basic
C25681,Budi Setiawan,Pria,1987,Tangerang Selatan,Banten,2022-06-17,Basic
C25682,Lestari Permana,Pria,1982,Jakarta Timur,DKI Jakarta,2023-09-02,Basic
C25683,Reza Ramadhan,Pria,1982,Surabaya ,Jawa Timur,2024-08-09,Gold
C25684,Siti Wijaya,,1996,Tangerang,Banten,2024-03-10,Basic
C25685,Teguh Saputra,Pria,2003,Depok,Jawa Barat,2023-04-21,Basic
C25686,Andi Permana,Pria,1979,Jakarta Selatan,DKI Jakarta,2023-11-22,Basic
C25687,Teguh Saputra,Wanita,1984,Bandung,Jawa Barat,2022-04-26,Silver
C25688,Nurul Hidayat,Pria,1986,Bogor,Jawa Barat,2022-02-18,Silver
C25689,Anisa Halim,Wanita,1970,Semarang,Jawa Tengah,2024-06-28,Basic
C25690,Hendra Firmansyah,Wanita,1972,Tangerang,Banten,2024-09-11,Silver
C25691,Citra Anggraini,Pria,1998,Semarang,Jawa Tengah,2024-01-20,
C25692,Citra Rahayu,Pria,1982,Bandung,Jawa Barat,2023-02-25,Basic
C25693,Citra Firmansyah,Pria,1985,Tangerang,Banten,2024-05-14,Basic
C25694,Hendra Setiawan,Wanita,1997,Jakarta Selatan,DKI Jakarta,2024-07-23,Silver
C25695,Citra Halim,Wanita,1990,Makassar,Sulawesi Selatan,2022-01-10,Gold
C25696,Teguh Pratama,Wanita,1979,Bogor,Jawa Barat,2022-05-22,Basic
C25697,Agus Anggraini,Pria,1996,Tangerang Selatan,Banten,2024-02-02,Basic
C25698,Anisa Anggraini,Wanita,1992,Balikpapan,Kalimantan Timur,2023-02-14,Basic
C25699,Galih Wijaya,Pria,1980,yogyakarta,DI Yogyakarta,2022-04-25,Basic
C25700,Bayu Nugroho,Wanita,1992,Makassar,Sulawesi Selatan,2023-01-12,Basic
C25701,Dimas Rahayu,Pria,1993,jakarta barat,DKI Jakarta,2023-06-19,Basic
C25702,Andi Wijaya,Wanita,1970,Yogyakarta,DI Yogyakarta,2023-09-08,Gold
C25703,Agus Hidayat,Wanita,1979,Bandung,Jawa Barat,2024-02-09,Basic
C25704,Nurul Pratama,Wanita,2002,Yogyakarta,DI Yogyakarta,2022-02-18,Silver
C25705,Putri Rahayu,Pria,1983,Denpasar,Bali,2024-09-04,Basic
C25706,Sari Firmansyah,Wanita,1982,Tangerang Selatan,Banten,2022-06-02,Basic
C25707,Sari Setiawan,Wanita,1970,Surabaya,Jawa Timur,2022-06-21,Basic
C25708,Anisa Kusuma,Wanita,1988,JAKARTA BARAT,DKI Jakarta,2023-03-29,Silver
C25709,Vina Ramadhan,Pria,1997,Denpasar,Bali,2023-05-31,Basic
C25710,Rizky Halim,Wanita,2003,Denpasar,Bali,2024-03-21,Basic
C25711,Hendra Santoso,Wanita,1983,Depok,Jawa Barat,2022-04-26,Basic
C25712,Galih Rahayu,Pria,1990,Jaktim,DKI Jakarta,2024-06-06,Silver
C25713,Teguh Saputra,,1974,Surabaya,Jawa Timur,2023-06-21,
C25714,Siti Ramadhan,Wanita,1976,Jakarta Timur,DKI Jakarta,2022-07-29,Silver
C25715,Sari Saputra,Pria,1984,Tangerang,Banten,2023-03-14,
C25716,Siti Pratama,Pria,1978,Jakarta selatan,DKI Jakarta,2024-07-28,Basic
C25717,Arif Setiawan,Wanita,1992,Jakarta Barat,DKI Jakarta,2023-02-25,Basic
C25718,Hendra Permana,Pria,1989,Bogor,Jawa Barat,2022-09-20,Basic
C25719,Wahyu Nugroho,Wanita,1971,JAKARTA BARAT,DKI Jakarta,2022-01-12,Silver
C25720,Vina Hidayat,Pria,1970,Depok,Jawa Barat,2022-10-03,Basic
C25721,Wahyu Nugroho,Pria,1994,Bandung,Jawa Barat,2022-11-13,Basic
C25722,Rani Anggraini,Wanita,1992,TANGSEL,Banten,2023-07-30,Basic
C25723,Nurul Anggraini,Wanita,1971,SBY,Jawa Timur,2023-06-14,Basic
C25724,Lestari Permana,Wanita,1971,Surabaya,Jawa Timur,2022-06-26,Basic
C25725,Rizky Setiawan,Pria,1993,Jakarta Barat,DKI Jakarta,2023-12-09,Silver
C25726,Dewi Wijaya,Wanita,1999,Bekasi,Jawa Barat,2023-07-25,Basic
C25727,Teguh Rahayu,,1970,Jakarta Selatan,DKI Jakarta,2023-05-13,Basic
C25728,Vina Kusuma,Wanita,1998,Malang,Jawa Timur,2023-05-16,Basic
C25729,Maya Halim,Wanita,2003,Jakarta Barat,DKI Jakarta,2022-05-21,
C25730,Reza Hidayat,Wanita,1990,Jakarta Selatan,DKI Jakarta,2022-04-29,Basic
C25731,Nadia Utami,Pria,1976,Jakarta Timur,DKI Jakarta,2023-12-29,Basic
C25732,Nurul Rahayu,Pria,1999,DIY,DI Yogyakarta,2023-11-03,Basic
C25733,Siti Kusuma,Pria,2000,Jakarta Timur,DKI Jakarta,2024-03-18,Silver
C25734,Teguh Santoso,Wanita,1992,Jakarta Barat,DKI Jakarta,2022-05-19,Basic
C25735,Citra Setiawan,Wanita,1973,Jakarta Timur,DKI Jakarta,2024-04-10,Silver
C25736,Wahyu Firmansyah,Wanita,1979,Yogyakarta,DI Yogyakarta,2024-01-26,Basic
C25737,Nurul Nugroho,Wanita,1989,Bekasi,Jawa Barat,2022-01-05,Silver
C25738,Teguh Nugroho,Pria,1990,Bandung,Jawa Barat,2024-02-17,Gold
C25739,Fitri Santoso,Wanita,1983,tangerang selatan,Banten,2022-01-13,Silver
C25740,Rani Setiawan,Pria,1977,Depok,Jawa Barat,2022-01-07,Silver
C25741,Reza Halim,Wanita,1972,Jakarta Barat,DKI Jakarta,2024-03-21,Basic
C25742,Nadia Nugroho,Wanita,1994,Jakarta Barat,DKI Jakarta,2023-01-06,Silver
C25743,Dimas Pratama,Pria,1978,Depok,Jawa Barat,2024-01-01,Basic
C25744,Siti Setiawan,Pria,1991,Bogor,Jawa Barat,2022-05-13,Basic
C25745,Ayu Saputra,Wanita,1982,Medan,Sumatera Utara,2023-08-24,Gold
C25746,Vina Ramadhan,Pria,1975,Semarang,Jawa Tengah,2022-09-19,Basic
C25747,Nurul Utami,Wanita,2002,Tangsel,Banten,2022-12-30,Silver
C25748,Siti Halim,Pria,1982,Jakarta Selatan,DKI Jakarta,2022-04-26,Basic
C25749,Fitri Pratama,Wanita,1992,DIY,DI Yogyakarta,2022-08-11,Basic
C25750,Siti Utami,Pria,2002,Jakarta Selatan,DKI Jakarta,2023-12-11,Basic
C25751,Hendra Nugroho,Wanita,1988,Tangerang,Banten,2023-02-03,Basic
C25752,Siti Utami,Wanita,1995,Jakarta Selatan,DKI Jakarta,2024-05-27,Basic
C25753,Maya Permana,Pria,1999,Semarang,Jawa Tengah,2024-04-04,Basic
C25754,Wahyu Setiawan,Pria,1970,Tangerang Selatan,Banten,2023-12-11,Gold
C25755,Bayu Halim,Pria,1970,Makassar,Sulawesi Selatan,2024-05-30,Basic
C25756,Yoga Santoso,Wanita,1979,Tangsel,Banten,2022-09-11,Gold
C25757,Iqbal Saputra,Wanita,1980,Malang,Jawa Timur,2024-06-20,Basic
C25758,Fitri Halim,Pria,1988,Bekasi,Jawa Barat,2022-12-21,Basic
C25759,Wahyu Rahayu,Wanita,1979,Malang,Jawa Timur,2024-07-06,Gold
C25760,Galih Nugroho,Wanita,1999,Jakarta Barat,DKI Jakarta,2022-05-11,Gold
C25761,Rani Pratama,Wanita,1976,Jakarta Timur,DKI Jakarta,2024-03-29,Basic
C25762,Fitri Ramadhan,,1990,surabaya,Jawa Timur,2023-12-18,Basic
C25763,Bayu Santoso,Pria,1979,bandung,Jawa Barat,2023-10-20,Silver
C25764,Anisa Santoso,Wanita,1989,Medan,Sumatera Utara,2023-02-14,Silver
C25765,Sari Kusuma,,1995,Bekasi,Jawa Barat,2022-12-12,Basic
C25766,Lestari Setiawan,Pria,2000,Jakarta Timur,DKI Jakarta,2023-11-03,Basic
C25767,Iqbal Kusuma,Pria,2002,Jakbar,DKI Jakarta,2022-05-10,Basic
C25768,Rizky Anggraini,Pria,1977,Bekasi,Jawa Barat,2022-12-30,Silver
C25769,Andi Nugroho,Wanita,1977,Balikpapan,Kalimantan Timur,2023-07-13,Basic
C25770,Citra Hidayat,Pria,1987,Bekasi,Jawa Barat,2024-03-16,Basic
C25771,Nurul Setiawan,Pria,1993,Depok,Jawa Barat,2024-06-25,Basic
C25772,Rizky Setiawan,Pria,1974,Surabaya,Jawa Timur,2023-02-07,Basic
C25773,Bayu Firmansyah,Pria,1986,Palembang,Sumatera Selatan,2022-07-09,Silver
C25774,Fajar Nugroho,Pria,1985,Tangerang Selatan,Banten,2023-08-05,Basic
C25775,Hendra Pratama,Wanita,1983,Jakarta Barat,DKI Jakarta,2022-05-26,Basic
C25776,Maya Rahayu,Pria,1985,Makassar,Sulawesi Selatan,2024-03-22,Basic
C25777,Maya Nugroho,Pria,1991,Surabaya,Jawa Timur,2023-10-11,Basic
C25778,Reza Santoso,Wanita,1984,Medan,Sumatera Utara,2022-01-07,Gold
C25779,Putri Firmansyah,Wanita,1977,Surabaya,Jawa Timur,2023-06-03,Silver
C25780,Budi Halim,Pria,1972,Jakarta Timur,DKI Jakarta,2024-04-08,Basic
